CI Name (aff);CI Type (aff);CI Subtype (aff);Service Comp WBS (aff);Interaction ID;Status;Impact;Urgency;Priority;Category;KM number;Open Time (First Touch);Close Time;Closure Code;First Call Resolution;Handle Time (secs);Related Incident
SBA000462;application;Server Based Application;WBS000073;SD0037893;Closed;4;4;4;incident;KM0001772;13-11-2013 14:07;13-11-2013 14:49;User error;N;95;IM0013335
SBA000698;application;Server Based Application;WBS000090;SD0037894;Closed;4;4;4;incident;KM0001526;13-11-2013 14:07;21-11-2013 9:06;No error - works as designed;N;717;IM0013338
SAP000006;application;SAP;WBS000271;SD0037895;Closed;4;4;4;incident;KM0001389;13-11-2013 14:07;13-11-2013 14:09;Referred;Y;172;
SBA000462;application;Server Based Application;WBS000073;SD0037896;Closed;4;4;4;incident;KM0002134;13-11-2013 14:08;13-11-2013 14:09;User error;Y;44;
SBA000017;application;Server Based Application;WBS000099;SD0037897;Closed;3;3;3;incident;KM0002063;13-11-2013 14:10;13-11-2013 14:13;Software;Y;154;
SUB000545;subapplication;Web Based Application;WBS000073;SD0037898;Closed;5;5;5;request for information;KM0000795;13-11-2013 14:13;13-11-2013 14:14;Inquiry;N;1036;IM0012254
SAN000182;storage;SAN;WBS000128;SD0037899;Closed;5;5;5;request for information;KM0000458;13-11-2013 14:14;13-11-2013 14:25;Other;Y;654;
SBA000263;application;Server Based Application;WBS000072;SD0037900;Closed;5;5;5;request for information;KM0001116;13-11-2013 14:16;15-11-2013 8:59;Other;N;68;IM0013337
SUB000456;subapplication;Web Based Application;WBS000073;SD0037901;Closed;4;4;4;incident;KM0001013;13-11-2013 14:17;13-11-2013 15:05;User error;N;368;IM0013340
SBA000263;application;Server Based Application;WBS000072;SD0037902;Closed;5;5;5;request for information;KM0001111;13-11-2013 14:20;13-11-2013 14:22;Other;N;48;IM0013339
WBA000068;application;Web Based Application;WBS000171;SD0037903;Closed;4;5;4;incident;KM0000395;13-11-2013 14:20;14-11-2013 9:41;Other;N;1034;IM0013343
WBA000008;application;Web Based Application;WBS000167;SD0037904;Closed;5;5;5;incident;KM0000069;13-11-2013 14:21;13-11-2013 14:29;Software;Y;383;
SUB000456;subapplication;Web Based Application;WBS000073;SD0037905;Closed;4;4;4;incident;KM0001736;13-11-2013 14:25;13-11-2013 14:52;User error;N;200;IM0013341
WBA000144;application;Web Based Application;WBS000318;SD0037906;Closed;3;3;3;incident;KM0000844;13-11-2013 14:25;13-11-2013 15:19;Software;N;1496;IM0013345
SBA000462;application;Server Based Application;WBS000073;SD0037907;Closed;4;4;4;incident;KM0001363;13-11-2013 14:27;13-11-2013 14:52;Software;N;717;IM0013344
SBA000088;application;Server Based Application;WBS000017;SD0037908;Closed;4;4;4;incident;KM0000096;13-11-2013 14:30;13-11-2013 14:42;Other;Y;1439;
SBA000263;application;Server Based Application;WBS000072;SD0037909;Closed;5;5;5;request for information;KM0001111;13-11-2013 14:30;14-11-2013 16:06;Other;N;48;IM0013339
WBA000144;application;Web Based Application;WBS000318;SD0037910;Closed;4;4;4;incident;KM0000846;13-11-2013 14:35;13-11-2013 14:36;Other;Y;66;
SBA000263;application;Server Based Application;WBS000072;SD0037911;Closed;5;5;5;request for information;KM0001113;13-11-2013 14:37;13-11-2013 15:43;Other;N;56;IM0013342
WBA000133;application;Web Based Application;WBS000073;SD0037912;Closed;4;5;4;incident;KM0000711;13-11-2013 14:39;13-11-2013 14:53;Other;Y;854;
DTA000057;application;Desktop Application;WBS000094;SD0037913;Closed;5;5;5;incident;KM0000540;13-11-2013 14:45;13-11-2013 14:57;Other;Y;733;
WBA000011;application;Web Based Application;WBS000152;SD0037914;Closed;5;5;5;incident;KM0000075;13-11-2013 14:45;13-11-2013 14:47;Referred;Y;112;
SUB000424;subapplication;Web Based Application;WBS000073;SD0037915;Closed;4;4;4;incident;KM0001296;13-11-2013 14:50;13-11-2013 15:01;User error;Y;663;
SBA000462;application;Server Based Application;WBS000073;SD0037916;Closed;4;4;4;request for information;KM0001363;13-11-2013 14:53;20-11-2013 13:57;Other;N;692;#MULTIVALUE
SBA000172;application;Server Based Application;WBS000014;SD0037917;Closed;4;4;4;incident;KM0000427;13-11-2013 14:53;13-11-2013 15:01;Other;Y;940;
SBA000439;application;Server Based Application;WBS000219;SD0037918;Closed;5;5;5;request for information;KM0002084;13-11-2013 14:56;13-11-2013 14:59;Software;Y;133;
SBA000607;application;Server Based Application;WBS000263;SD0037919;Closed;5;5;5;request for information;KM0001825;13-11-2013 15:00;18-11-2013 7:39;Other;N;219;IM0013346
WSR001173;computer;Windows Server;WBS000102;SD0037920;Closed;5;5;5;incident;KM0000970;13-11-2013 15:01;13-11-2013 17:36;No error - works as designed;N;350;IM0013347
SBA000088;application;Server Based Application;WBS000017;SD0037921;Closed;4;4;4;incident;KM0000096;13-11-2013 15:01;13-11-2013 15:02;Other;Y;52;
WBA000011;application;Web Based Application;WBS000152;SD0037922;Closed;5;5;5;incident;KM0000075;13-11-2013 15:02;13-11-2013 15:12;User error;Y;647;
SBA000439;application;Server Based Application;WBS000219;SD0037923;Closed;5;5;5;request for information;KM0001830;13-11-2013 15:02;15-11-2013 15:49;Software;N;813;IM0013348
WBA000148;application;Web Based Application;WBS000172;SD0037924;Closed;5;5;5;incident;KM0001979;13-11-2013 15:06;13-11-2013 15:08;Referred;Y;107;
SUB000113;subapplication;Server Based Application;WBS000095;SD0037925;Closed;4;4;4;incident;KM0001345;13-11-2013 15:11;14-11-2013 7:32;Data;N;731;IM0013349
SBA000626;application;Server Based Application;WBS000255;SD0037926;Closed;4;4;4;incident;KM0000586;13-11-2013 15:12;13-11-2013 15:13;Other;Y;29;
DTA000057;application;Desktop Application;WBS000094;SD0037927;Closed;5;5;5;incident;KM0001500;13-11-2013 15:13;13-11-2013 15:20;Operator error;Y;413;
SBA000458;application;Server Based Application;WBS000073;SD0037928;Closed;4;4;4;incident;KM0001479;13-11-2013 15:16;13-11-2013 15:20;Other;Y;239;
WBA000133;application;Web Based Application;WBS000073;SD0037929;Closed;4;4;4;incident;KM0001311;13-11-2013 15:20;13-11-2013 15:24;Other;Y;205;
EXC000004;application;Exchange;WBS000094;SD0037930;Closed;5;5;5;request for information;KM0001237;13-11-2013 15:24;13-11-2013 15:32;Referred;Y;463;
WBA000077;application;Web Based Application;WBS000153;SD0037931;Closed;5;5;5;request for information;KM0000415;13-11-2013 15:28;14-11-2013 16:15;No error - works as designed;N;159;IM0013350
WBA000008;application;Web Based Application;WBS000167;SD0037932;Closed;5;5;5;incident;KM0000069;13-11-2013 15:30;4-3-2014 15:33;Software;N;646;IM0020847
WBA000133;application;Web Based Application;WBS000073;SD0037933;Closed;4;4;4;incident;KM0002026;13-11-2013 15:31;13-11-2013 15:32;Software;Y;75;
SBA000671;application;Server Based Application;WBS000100;SD0037934;Closed;4;4;4;incident;KM0000629;13-11-2013 15:33;13-11-2013 15:37;Software;Y;275;
COM000003;computer;Omgeving;WBS000098;SD0037935;Closed;4;4;4;incident;KM0000911;13-11-2013 15:34;13-11-2013 15:36;Referred;Y;118;
SSW000068;software;System Software;WBS000134;SD0037936;Closed;5;5;5;incident;KM0000195;13-11-2013 15:37;13-11-2013 15:49;No error - works as designed;Y;694;
SBA000026;application;Server Based Application;WBS000223;SD0037937;Closed;4;4;4;incident;KM0000032;13-11-2013 15:39;13-11-2013 15:44;Other;Y;329;
SBA000149;application;Server Based Application;WBS000094;SD0037938;Closed;4;4;4;incident;KM0001972;13-11-2013 15:41;13-11-2013 15:49;Software;Y;467;
SBA000439;application;Server Based Application;WBS000219;SD0037939;Closed;5;5;5;request for information;KM0001830;13-11-2013 15:41;20-11-2013 12:00;Unknown;N;788;IM0013353
SUB000523;subapplication;Web Based Application;WBS000073;SD0037940;Closed;4;4;4;incident;KM0000818;13-11-2013 15:44;21-11-2013 13:48;Other;N;531;IM0012220
SBA000300;application;Server Based Application;WBS000044;SD0037941;Closed;4;3;3;incident;KM0001768;13-11-2013 15:44;13-11-2013 17:01;User error;N;221;IM0013352
DTA000057;application;Desktop Application;WBS000094;SD0037942;Closed;5;5;5;incident;KM0001192;13-11-2013 15:49;15-11-2013 11:25;Unknown;N;734;IM0013355
DTA000057;application;Desktop Application;WBS000094;SD0037943;Closed;5;5;5;incident;KM0000536;13-11-2013 15:49;13-11-2013 15:54;User manual not used;Y;298;
SBA000500;application;Server Based Application;WBS000147;SD0037944;Closed;4;4;4;incident;KM0000036;13-11-2013 15:50;13-11-2013 16:04;Other;Y;859;
DTA000616;application;Desktop Application;WBS000092;SD0037945;Closed;4;4;4;incident;KM0000506;13-11-2013 14:55;13-11-2013 15:29;Software;Y;2058;
SBA000317;application;Server Based Application;WBS000048;SD0037946;Closed;5;4;4;incident;KM0001782;13-11-2013 14:57;13-11-2013 15:01;Software;Y;284;
SBA000029;application;Server Based Application;WBS000069;SD0037947;Closed;5;5;5;request for information;KM0001119;13-11-2013 14:57;20-11-2013 8:44;Other;N;118;IM0013387
SBA000054;application;Server Based Application;WBS000013;SD0037948;Closed;3;3;3;incident;KM0000052;13-11-2013 15:00;13-11-2013 15:04;Other;Y;283;
SAP000004;application;SAP;WBS000271;SD0037949;Closed;5;5;5;request for information;KM0001269;13-11-2013 15:06;15-11-2013 8:51;Other;N;1083;IM0013005
DTA000023;application;Desktop Application;WBS000093;SD0037950;Closed;4;4;4;incident;KM0001306;13-11-2013 15:07;19-11-2013 18:18;Software;N;878;IM0013389
COM000003;computer;Omgeving;WBS000098;SD0037951;Closed;5;5;5;request for information;KM0001385;13-11-2013 15:14;13-11-2013 15:22;Other;Y;486;
SAP000004;application;SAP;WBS000271;SD0037952;Closed;5;5;5;request for information;KM0001264;13-11-2013 15:21;13-11-2013 15:27;Other;N;116;IM0013390
WBA000018;application;Web Based Application;WBS000073;SD0037953;Closed;4;4;4;incident;KM0001395;13-11-2013 15:24;13-11-2013 15:29;Other;Y;297;
SBA000624;application;Server Based Application;WBS000256;SD0037954;Closed;4;4;4;incident;KM0000601;13-11-2013 15:31;13-11-2013 15:33;Software;Y;133;
SBA000263;application;Server Based Application;WBS000072;SD0037955;Closed;5;5;5;request for information;KM0001116;13-11-2013 15:32;13-11-2013 16:07;Other;N;78;IM0013392
APP000005;application;Citrix;WBS000292;SD0037956;Closed;4;4;4;incident;KM0001131;13-11-2013 15:35;18-11-2013 12:57;Software;N;963;IM0013068
WBA000133;application;Web Based Application;WBS000073;SD0037957;Closed;4;5;4;incident;KM0000711;13-11-2013 15:35;13-11-2013 15:43;No error - works as designed;Y;435;
DTA000017;application;Desktop Application;WBS000099;SD0037958;Closed;4;4;4;incident;KM0000007;13-11-2013 15:36;13-11-2013 15:52;Software;Y;933;
SBA000317;application;Server Based Application;WBS000048;SD0037959;Closed;5;5;5;incident;KM0000310;13-11-2013 15:38;13-11-2013 15:49;User error;Y;1299;
SBA000698;application;Server Based Application;WBS000090;SD0037960;Closed;3;3;3;incident;KM0001027;13-11-2013 15:44;14-11-2013 8:43;Software;N;336;IM0013393
SBA000317;application;Server Based Application;WBS000048;SD0037961;Closed;5;4;4;incident;KM0001782;13-11-2013 15:49;13-11-2013 15:50;Software;Y;43;
LAP000911;computer;Laptop;WBS000091;SD0037962;Closed;5;5;5;incident;KM0000315;13-11-2013 15:52;13-11-2013 16:02;Hardware;Y;562;
WBA000144;application;Web Based Application;WBS000318;SD0037963;Closed;5;5;5;incident;KM0000836;13-11-2013 15:53;13-11-2013 15:59;User error;Y;349;
SAN000182;storage;SAN;WBS000128;SD0037964;Closed;4;4;4;incident;KM0002125;13-11-2013 15:55;13-11-2013 15:56;Other;Y;89;
SBA000439;application;Server Based Application;WBS000219;SD0037965;Closed;5;5;5;request for information;KM0001830;13-11-2013 15:57;13-11-2013 16:06;Software;Y;537;
WBA000144;application;Web Based Application;WBS000318;SD0037966;Closed;4;4;4;incident;KM0000846;13-11-2013 16:00;13-11-2013 16:08;Other;Y;503;
DTA000006;application;Desktop Application;WBS000092;SD0037967;Closed;4;4;4;incident;KM0000024;13-11-2013 16:02;13-11-2013 16:05;Software;Y;177;
SUB000433;subapplication;Web Based Application;WBS000073;SD0037968;Closed;4;4;4;incident;KM0001550;13-11-2013 16:03;13-11-2013 16:08;Other;Y;293;
SAN000182;storage;SAN;WBS000128;SD0037969;Closed;4;4;4;incident;KM0002126;13-11-2013 16:05;13-11-2013 16:14;User error;Y;563;
DTA000616;application;Desktop Application;WBS000092;SD0037970;Closed;4;4;4;incident;KM0001127;13-11-2013 16:06;18-11-2013 9:55;Software;N;827;IM0013398
SUB000442;subapplication;Web Based Application;WBS000125;SD0037971;Closed;4;4;4;incident;KM0000731;13-11-2013 16:08;13-11-2013 16:18;Software;Y;601;
SBA000462;application;Server Based Application;WBS000073;SD0037972;Closed;4;4;4;incident;KM0002147;13-11-2013 16:09;13-11-2013 16:38;Software;N;321;IM0013395
SBA000689;application;Server Based Application;WBS000228;SD0037973;Closed;5;5;5;request for information;KM0000656;13-11-2013 16:14;15-11-2013 16:56;No error - works as designed;N;67;IM0013396
SBA000263;application;Server Based Application;WBS000072;SD0037974;Closed;5;5;5;request for information;KM0001104;13-11-2013 16:16;13-11-2013 16:18;Other;N;46;IM0013397
SBA000782;application;Server Based Application;WBS000043;SD0037975;Closed;4;4;4;incident;KM0000214;13-11-2013 16:18;13-11-2013 16:24;Software;Y;347;
DTA000616;application;Desktop Application;WBS000092;SD0037976;Closed;5;5;5;request for information;KM0000992;13-11-2013 16:18;13-11-2013 16:24;Software;Y;359;
DTA000016;application;Desktop Application;WBS000096;SD0037977;Closed;4;4;4;incident;KM0001026;13-11-2013 16:19;13-11-2013 16:34;Software;Y;868;
SBA000607;application;Server Based Application;WBS000263;SD0037978;Closed;5;5;5;request for information;KM0001877;13-11-2013 16:24;13-11-2013 16:31;Referred;Y;450;
SUB000443;subapplication;Web Based Application;WBS000125;SD0037979;Closed;5;5;5;request for information;KM0000205;13-11-2013 16:28;13-11-2013 16:34;User manual not used;Y;389;
SBA000689;application;Server Based Application;WBS000228;SD0037980;Closed;5;5;5;request for information;KM0000656;13-11-2013 16:32;15-11-2013 16:54;No error - works as designed;N;328;IM0013399
SBA000462;application;Server Based Application;WBS000073;SD0037981;Closed;4;4;4;incident;KM0001681;13-11-2013 16:34;13-11-2013 16:39;User error;Y;308;
WBA000133;application;Web Based Application;WBS000073;SD0037982;Closed;4;5;4;incident;KM0000711;13-11-2013 16:41;15-11-2013 9:56;Software;N;1195;IM0013401
SUB000456;subapplication;Web Based Application;WBS000073;SD0037983;Closed;4;4;4;incident;KM0000768;13-11-2013 16:41;14-11-2013 18:06;Data;N;374;IM0013400
CBD000677;computer;Banking Device;WBS000146;SD0037984;Closed;2;2;2;incident;KM0000274;13-11-2013 17:04;14-11-2013 11:39;;N;394;IM0013402
MON00015;displaydevice;Monitor;WBS000091;SD0037985;Closed;5;4;4;request for information;KM0002039;13-11-2013 17:20;13-11-2013 17:36;Other;Y;927;
DTA000016;application;Desktop Application;WBS000096;SD0037986;Closed;4;4;4;incident;KM0001026;13-11-2013 17:36;13-11-2013 17:38;Other;Y;266;
SAP000004;application;SAP;WBS000271;SD0037987;Closed;5;5;5;request for information;KM0001270;14-11-2013 7:51;14-11-2013 7:56;Other;N;78;IM0013403
WBA000133;application;Web Based Application;WBS000073;SD0037988;Closed;4;4;4;incident;KM0001497;14-11-2013 8:10;14-11-2013 8:11;Other;Y;52;
DTA000302;application;Desktop Application;WBS000092;SD0037989;Closed;5;5;5;incident;KM0001910;14-11-2013 8:15;14-11-2013 8:20;Software;Y;302;
OVR000033;no type;no subtype;WBS000118;SD0037990;Closed;5;5;5;incident;KM0001172;14-11-2013 8:18;18-11-2013 10:03;Other;N;599;IM0013404
SUB000002;subapplication;Citrix;WBS000098;SD0037991;Closed;4;4;4;incident;KM0001435;14-11-2013 8:28;14-11-2013 8:48;Software;Y;1211;
WBA000133;application;Web Based Application;WBS000073;SD0037992;Closed;4;4;4;incident;KM0001190;14-11-2013 8:31;14-11-2013 8:44;Other;Y;788;
SUB000523;subapplication;Web Based Application;WBS000073;SD0037993;Closed;4;4;4;incident;KM0000818;14-11-2013 8:32;14-11-2013 8:33;Other;Y;98;
DTA000025;application;Desktop Application;WBS000110;SD0037994;Closed;5;5;5;request for information;KM0000897;14-11-2013 8:38;14-11-2013 8:43;Other;Y;318;
PRN000140;officeelectronics;Printer;WBS000096;SD0037995;Closed;5;5;5;request for information;KM0000105;14-11-2013 8:46;14-11-2013 8:49;Hardware;Y;189;
SBA000263;application;Server Based Application;WBS000072;SD0037996;Closed;5;5;5;request for information;KM0001104;14-11-2013 8:47;14-11-2013 8:51;Other;N;57;IM0013514
SUB000426;subapplication;Web Based Application;WBS000073;SD0037997;Closed;4;4;4;incident;KM0000707;14-11-2013 8:47;14-11-2013 9:14;Other;Y;1592;
DTA000616;application;Desktop Application;WBS000092;SD0037998;Closed;3;3;3;incident;KM0001625;14-11-2013 8:53;14-11-2013 9:05;Other;Y;688;
SBA000314;application;Server Based Application;WBS000054;SD0037999;Closed;4;4;4;incident;KM0000650;14-11-2013 8:54;22-11-2013 8:45;Other;N;983;IM0000067
MON00015;displaydevice;Monitor;WBS000091;SD0038000;Closed;5;4;4;request for information;KM0001404;14-11-2013 8:59;14-11-2013 9:07;Other;Y;468;
DTA000016;application;Desktop Application;WBS000096;SD0038001;Closed;4;4;4;incident;KM0001026;14-11-2013 9:01;14-11-2013 9:07;Other;Y;365;
SAP000004;application;SAP;WBS000271;SD0038002;Closed;5;5;5;request for information;KM0001382;14-11-2013 9:03;14-11-2013 9:06;Other;N;76;IM0013515
DSK000236;computer;Desktop;WBS000187;SD0038003;Closed;4;4;4;incident;KM0001019;14-11-2013 9:03;22-11-2013 13:08;Software;N;674;IM0013518
WBA000011;application;Web Based Application;WBS000152;SD0038004;Closed;5;5;5;incident;KM0000075;14-11-2013 9:04;15-11-2013 15:47;User error;N;332;IM0013516
SUB000426;subapplication;Web Based Application;WBS000073;SD0038005;Closed;4;4;4;incident;KM0000708;14-11-2013 9:07;14-11-2013 9:30;Software;N;361;IM0013517
DTA000057;application;Desktop Application;WBS000094;SD0038006;Closed;5;5;5;incident;KM0000536;14-11-2013 9:07;14-11-2013 9:15;User manual not used;Y;476;
DTA000023;application;Desktop Application;WBS000093;SD0038007;Closed;4;4;4;incident;KM0001939;14-11-2013 9:08;14-11-2013 9:17;Other;Y;557;
DTA000057;application;Desktop Application;WBS000094;SD0038008;Closed;5;5;5;incident;KM0001192;14-11-2013 9:13;14-11-2013 9:18;Software;Y;273;
DTA000616;application;Desktop Application;WBS000092;SD0038009;Closed;5;5;5;request for information;KM0000992;14-11-2013 9:15;14-11-2013 9:30;Operator error;Y;877;
SBA000462;application;Server Based Application;WBS000073;SD0038010;Closed;4;4;4;incident;KM0001786;14-11-2013 9:16;14-11-2013 9:23;Operator error;Y;394;
SAP000004;application;SAP;WBS000271;SD0038011;Closed;5;5;5;request for information;KM0001264;14-11-2013 9:17;14-11-2013 13:51;Other;N;52;IM0013519
WBA000144;application;Web Based Application;WBS000318;SD0038012;Closed;5;5;5;incident;KM0001650;14-11-2013 9:17;14-11-2013 9:26;No error - works as designed;Y;507;
DTA000057;application;Desktop Application;WBS000094;SD0038013;Closed;5;5;5;request for information;KM0001236;14-11-2013 9:19;14-11-2013 9:24;Software;Y;350;
DTA000302;application;Desktop Application;WBS000092;SD0038014;Closed;5;5;5;incident;KM0001910;14-11-2013 9:19;14-11-2013 9:23;Other;Y;221;
